actors,director,movie_name
Richard Bakalyan,Roman Polanski,Chinatown
Joe Mantell,Roman Polanski,Chinatown
Bruce Glover,Roman Polanski,Chinatown
Nandu Hinds,Roman Polanski,Chinatown
James O'Rear,Roman Polanski,Chinatown
James Hong,Roman Polanski,Chinatown
Beulah Quo,Roman Polanski,Chinatown
Jerry Fujikawa,Roman Polanski,Chinatown
Belinda Palmer,Roman Polanski,Chinatown
Belinda Palmer,Roman Polanski,Chinatown
Robert De Niro,Martin Scorsese,Raging Bull
Cathy Moriarty,Martin Scorsese,Raging Bull
Joe Pesci,Martin Scorsese,Raging Bull
Frank Vincent,Martin Scorsese,Raging Bull
Nicholas Colasanto,Martin Scorsese,Raging Bull
Theresa Saldana,Martin Scorsese,Raging Bull
Mario Gallo,Martin Scorsese,Raging Bull
Frank Adonis,Martin Scorsese,Raging Bull
Joseph Bono,Martin Scorsese,Raging Bull
Frank Topham,Martin Scorsese,Raging Bull
Lori Anne Flax,Martin Scorsese,Raging Bull
Charles Scorsese,Martin Scorsese,Raging Bull
Don Dunphy,Martin Scorsese,Raging Bull
Bill Hanrahan,Martin Scorsese,Raging Bull
Rita Bennett,Martin Scorsese,Raging Bull
James V. Christy,Martin Scorsese,Raging Bull
Bernie Allen,Martin Scorsese,Raging Bull
Floyd Anderson,Martin Scorsese,Raging Bull
Floyd Anderson,Martin Scorsese,Raging Bull
Hugo Weaving,James McTeigue,V for Vendetta
Natalie Portman,James McTeigue,V for Vendetta
Rupert Graves,James McTeigue,V for Vendetta
Stephen Rea,James McTeigue,V for Vendetta
Stephen Fry,James McTeigue,V for Vendetta
John Hurt,James McTeigue,V for Vendetta
Tim Pigott-Smith,James McTeigue,V for Vendetta
Roger Allam,James McTeigue,V for Vendetta
Ben Miles,James McTeigue,V for Vendetta
Sinéad Cusack,James McTeigue,V for Vendetta
Natasha Wightman,James McTeigue,V for Vendetta
John Standing,James McTeigue,V for Vendetta
Eddie Marsan,James McTeigue,V for Vendetta
Clive Ashborn,James McTeigue,V for Vendetta
Emma Field-Rayner,James McTeigue,V for Vendetta
Ian Burfield,James McTeigue,V for Vendetta
Mark Phoenix,James McTeigue,V for Vendetta
Alister Mazzotti,James McTeigue,V for Vendetta
Alister Mazzotti,James McTeigue,V for Vendetta
Clark Gable,Victor Fleming,Gone with the Wind
Vivien Leigh,Victor Fleming,Gone with the Wind
Thomas Mitchell,Victor Fleming,Gone with the Wind
Barbara O'Neil,Victor Fleming,Gone with the Wind
Evelyn Keyes,Victor Fleming,Gone with the Wind
Ann Rutherford,Victor Fleming,Gone with the Wind
George Reeves,Victor Fleming,Gone with the Wind
Fred Crane,Victor Fleming,Gone with the Wind
Hattie McDaniel,Victor Fleming,Gone with the Wind
Oscar Polk,Victor Fleming,Gone with the Wind
Butterfly McQueen,Victor Fleming,Gone with the Wind
Victor Jory,Victor Fleming,Gone with the Wind
Everett Brown,Victor Fleming,Gone with the Wind
Howard Hickman,Victor Fleming,Gone with the Wind
Alicia Rhett,Victor Fleming,Gone with the Wind
Leslie Howard,Victor Fleming,Gone with the Wind
Olivia de Havilland,Victor Fleming,Gone with the Wind
Rand Brooks,Victor Fleming,Gone with the Wind
Rand Brooks,Victor Fleming,Gone with the Wind
Jason Flemyng,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Dexter Fletcher,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Nick Moran,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Jason Statham,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Steven Mackintosh,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Nicholas Rowe,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Nick Marcq,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Charles Forbes,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Vinnie Jones,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Lenny McLean,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Peter McNicholl,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
P.H. Moriarty,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Frank Harper,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Steve Sweeney,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Huggy Leaver,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Ronnie Fox,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Tony McMahon,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Stephen Marcus,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Stephen Marcus,Guy Ritchie,"Lock, Stock and Two Smoking Barrels"
Amy Poehler,Pete Docter,Inside Out
Bill Hader,Pete Docter,Inside Out
Lewis Black,Pete Docter,Inside Out
Mindy Kaling,Pete Docter,Inside Out
Phyllis Smith,Pete Docter,Inside Out
Richard Kind,Pete Docter,Inside Out
Kaitlyn Dias,Pete Docter,Inside Out
Diane Lane,Pete Docter,Inside Out
Kyle MacLachlan,Pete Docter,Inside Out
Paula Poundstone,Pete Docter,Inside Out
Bobby Moynihan,Pete Docter,Inside Out
Paula Pell,Pete Docter,Inside Out
Dave Goelz,Pete Docter,Inside Out
Frank Oz,Pete Docter,Inside Out
Josh Cooley,Pete Docter,Inside Out
Flea,Pete Docter,Inside Out
John Ratzenberger,Pete Docter,Inside Out
Carlos Alazraqui,Pete Docter,Inside Out
Carlos Alazraqui,Pete Docter,Inside Out
Ray Milland,Alfred Hitchcock,Dial M for Murder
Grace Kelly,Alfred Hitchcock,Dial M for Murder
Robert Cummings,Alfred Hitchcock,Dial M for Murder
John Williams,Alfred Hitchcock,Dial M for Murder
Anthony Dawson,Alfred Hitchcock,Dial M for Murder
Leo Britt,Alfred Hitchcock,Dial M for Murder
Patrick Allen,Alfred Hitchcock,Dial M for Murder
George Leigh,Alfred Hitchcock,Dial M for Murder
George Alderson,Alfred Hitchcock,Dial M for Murder
Robin Hughes,Alfred Hitchcock,Dial M for Murder
Richard Bender,Alfred Hitchcock,Dial M for Murder
Robin Sanders Clark,Alfred Hitchcock,Dial M for Murder
Jack Cunningham,Alfred Hitchcock,Dial M for Murder
Robert Dobson,Alfred Hitchcock,Dial M for Murder
Guy Doleman,Alfred Hitchcock,Dial M for Murder
Bess Flowers,Alfred Hitchcock,Dial M for Murder
Robert Garvin,Alfred Hitchcock,Dial M for Murder
Herschel Graham,Alfred Hitchcock,Dial M for Murder
Herschel Graham,Alfred Hitchcock,Dial M for Murder
Ricardo Darín,Juan José Campanella,The Secret in Their Eyes
Soledad Villamil,Juan José Campanella,The Secret in Their Eyes
Pablo Rago,Juan José Campanella,The Secret in Their Eyes
Carla Quevedo,Juan José Campanella,The Secret in Their Eyes
Javier Godino,Juan José Campanella,The Secret in Their Eyes
Bárbara Palladino,Juan José Campanella,The Secret in Their Eyes
Rudy Romano,Juan José Campanella,The Secret in Their Eyes
Alejandro Abelenda,Juan José Campanella,The Secret in Their Eyes
Mario Alarcón,Juan José Campanella,The Secret in Their Eyes
Guillermo Francella,Juan José Campanella,The Secret in Their Eyes
Sebastián Blanco,Juan José Campanella,The Secret in Their Eyes
Mariano Argento,Juan José Campanella,The Secret in Their Eyes
José Luis Gioia,Juan José Campanella,The Secret in Their Eyes
Juan José Ortíz,Juan José Campanella,The Secret in Their Eyes
Kiko Cerone,Juan José Campanella,The Secret in Their Eyes
Fernando Pardo,Juan José Campanella,The Secret in Their Eyes
Maximiliano Trento,Juan José Campanella,The Secret in Their Eyes
Sergio Santana,Juan José Campanella,The Secret in Their Eyes
Sergio Santana,Juan José Campanella,The Secret in Their Eyes
Chieko Baisho,Hayao Miyazaki,Howl's Moving Castle
Takuya Kimura,Hayao Miyazaki,Howl's Moving Castle
Tatsuya Gashûin,Hayao Miyazaki,Howl's Moving Castle
Akihiro Miwa,Hayao Miyazaki,Howl's Moving Castle
Ryûnosuke Kamiki,Hayao Miyazaki,Howl's Moving Castle
Mitsunori Isaki,Hayao Miyazaki,Howl's Moving Castle
Yô Ôizumi,Hayao Miyazaki,Howl's Moving Castle
Akio Ôtsuka,Hayao Miyazaki,Howl's Moving Castle
Daijirô Harada,Hayao Miyazaki,Howl's Moving Castle
Haruko Katô,Hayao Miyazaki,Howl's Moving Castle
Jean Simmons,Hayao Miyazaki,Howl's Moving Castle
Christian Bale,Hayao Miyazaki,Howl's Moving Castle
Lauren Bacall,Hayao Miyazaki,Howl's Moving Castle
Blythe Danner,Hayao Miyazaki,Howl's Moving Castle
Emily Mortimer,Hayao Miyazaki,Howl's Moving Castle
Josh Hutcherson,Hayao Miyazaki,Howl's Moving Castle
Billy Crystal,Hayao Miyazaki,Howl's Moving Castle
Jena Malone,Hayao Miyazaki,Howl's Moving Castle
Jena Malone,Hayao Miyazaki,Howl's Moving Castle
Frances McDormand,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Woody Harrelson,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Sam Rockwell,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Caleb Landry Jones,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Kerry Condon,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Alejandro Barrios,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Clarke Peters,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Darrell Britt-Gibson,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Abbie Cornish,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Riya May Atwood,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Selah Atwood,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Lucas Hedges,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Zeljko Ivanek,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Amanda Warren,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Malaya Rivera Drew,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Sandy Martin,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Peter Dinklage,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Christopher Berry,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Christopher Berry,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
William Holden,David Lean,The Bridge on the River Kwai
Alec Guinness,David Lean,The Bridge on the River Kwai
Jack Hawkins,David Lean,The Bridge on the River Kwai
Sessue Hayakawa,David Lean,The Bridge on the River Kwai
James Donald,David Lean,The Bridge on the River Kwai
Geoffrey Horne,David Lean,The Bridge on the River Kwai
André Morell,David Lean,The Bridge on the River Kwai
Peter Williams,David Lean,The Bridge on the River Kwai
John Boxer,David Lean,The Bridge on the River Kwai
Percy Herbert,David Lean,The Bridge on the River Kwai
Harold Goodwin,David Lean,The Bridge on the River Kwai
Ann Sears,David Lean,The Bridge on the River Kwai
Heihachirô Ôkawa,David Lean,The Bridge on the River Kwai
Keiichirô Katsumoto,David Lean,The Bridge on the River Kwai
M.R.B. Chakrabandhu,David Lean,The Bridge on the River Kwai
Vilaiwan Seeboonreaung,David Lean,The Bridge on the River Kwai
Ngamta Suphaphongs,David Lean,The Bridge on the River Kwai
Javanart Punynchoti,David Lean,The Bridge on the River Kwai
Javanart Punynchoti,David Lean,The Bridge on the River Kwai
Ewan McGregor,Danny Boyle,Trainspotting
Ewen Bremner,Danny Boyle,Trainspotting
Jonny Lee Miller,Danny Boyle,Trainspotting
Kevin McKidd,Danny Boyle,Trainspotting
Robert Carlyle,Danny Boyle,Trainspotting
Kelly Macdonald,Danny Boyle,Trainspotting
Peter Mullan,Danny Boyle,Trainspotting
James Cosmo,Danny Boyle,Trainspotting
Eileen Nicholas,Danny Boyle,Trainspotting
Susan Vidler,Danny Boyle,Trainspotting
Pauline Lynch,Danny Boyle,Trainspotting
Shirley Henderson,Danny Boyle,Trainspotting
Stuart McQuarrie,Danny Boyle,Trainspotting
Irvine Welsh,Danny Boyle,Trainspotting
Dale Winton,Danny Boyle,Trainspotting
Keith Allen,Danny Boyle,Trainspotting
Kevin Allen,Danny Boyle,Trainspotting
Annie Louise Ross,Danny Boyle,Trainspotting
Annie Louise Ross,Danny Boyle,Trainspotting
Hugh Jackman,Denis Villeneuve,Prisoners
Jake Gyllenhaal,Denis Villeneuve,Prisoners
Viola Davis,Denis Villeneuve,Prisoners
Melissa Leo,Denis Villeneuve,Prisoners
Maria Bello,Denis Villeneuve,Prisoners
Terrence Howard,Denis Villeneuve,Prisoners
Paul Dano,Denis Villeneuve,Prisoners
Dylan Minnette,Denis Villeneuve,Prisoners
Zoë Soul,Denis Villeneuve,Prisoners
Erin Gerasimovich,Denis Villeneuve,Prisoners
Kyla-Drew,Denis Villeneuve,Prisoners
Wayne Duvall,Denis Villeneuve,Prisoners
Len Cariou,Denis Villeneuve,Prisoners
David Dastmalchian,Denis Villeneuve,Prisoners
Brad James,Denis Villeneuve,Prisoners
Anthony Reynolds,Denis Villeneuve,Prisoners
Robert C. Treveiler,Denis Villeneuve,Prisoners
Sandra Ellis Lafferty,Denis Villeneuve,Prisoners
Sandra Ellis Lafferty,Denis Villeneuve,Prisoners
Tom Hardy,Gavin O'Connor,Warrior
Nick Nolte,Gavin O'Connor,Warrior
Joel Edgerton,Gavin O'Connor,Warrior
Jennifer Morrison,Gavin O'Connor,Warrior
Frank Grillo,Gavin O'Connor,Warrior
Kevin Dunn,Gavin O'Connor,Warrior
Maximiliano Hernández,Gavin O'Connor,Warrior
Bryan Callen,Gavin O'Connor,Warrior
Sam Sheridan,Gavin O'Connor,Warrior
Fernando Chien,Gavin O'Connor,Warrior
Jake McLaughlin,Gavin O'Connor,Warrior
Vanessa Martinez,Gavin O'Connor,Warrior
Denzel Whitaker,Gavin O'Connor,Warrior
Carlos Miranda,Gavin O'Connor,Warrior
Nick Lehane,Gavin O'Connor,Warrior
Laura Chinn,Gavin O'Connor,Warrior
Capri Thomas,Gavin O'Connor,Warrior
Lexi Cowan,Gavin O'Connor,Warrior
Lexi Cowan,Gavin O'Connor,Warrior
William H. Macy,Joel Coen,Fargo
Frances McDormand,Joel Coen,Fargo
Steve Buscemi,Joel Coen,Fargo
Peter Stormare,Joel Coen,Fargo
Kristin Rudrüd,Joel Coen,Fargo
Harve Presnell,Joel Coen,Fargo
Tony Denman,Joel Coen,Fargo
Gary Houston,Joel Coen,Fargo
Sally Wingert,Joel Coen,Fargo
Kurt Schweickhardt,Joel Coen,Fargo
Larissa Kokernot,Joel Coen,Fargo
Melissa Peterman,Joel Coen,Fargo
Steve Reevis,Joel Coen,Fargo
Warren Keith,Joel Coen,Fargo
Steve Edelman,Joel Coen,Fargo
Sharon Anderson,Joel Coen,Fargo
Larry Brandenburg,Joel Coen,Fargo
James Gaulke,Joel Coen,Fargo
James Gaulke,Joel Coen,Fargo
Clint Eastwood,Clint Eastwood,Gran Torino
Bee Vang,Clint Eastwood,Gran Torino
Christopher Carley,Clint Eastwood,Gran Torino
Ahney Her,Clint Eastwood,Gran Torino
Brian Haley,Clint Eastwood,Gran Torino
Geraldine Hughes,Clint Eastwood,Gran Torino
Dreama Walker,Clint Eastwood,Gran Torino
Brian Howe,Clint Eastwood,Gran Torino
John Carroll Lynch,Clint Eastwood,Gran Torino
William Hill,Clint Eastwood,Gran Torino
Brooke Chia Thao,Clint Eastwood,Gran Torino
Chee Thao,Clint Eastwood,Gran Torino
Choua Kue,Clint Eastwood,Gran Torino
Scott Eastwood,Clint Eastwood,Gran Torino
Xia Soua Chang,Clint Eastwood,Gran Torino
Sonny Vue,Clint Eastwood,Gran Torino
Doua Moua,Clint Eastwood,Gran Torino
Greg Trzaskoma,Clint Eastwood,Gran Torino
Greg Trzaskoma,Clint Eastwood,Gran Torino
Hitoshi Takagi,Hayao Miyazaki,My Neighbor Totoro
Noriko Hidaka,Hayao Miyazaki,My Neighbor Totoro
Chika Sakamoto,Hayao Miyazaki,My Neighbor Totoro
Shigesato Itoi,Hayao Miyazaki,My Neighbor Totoro
Sumi Shimamoto,Hayao Miyazaki,My Neighbor Totoro
Tanie Kitabayashi,Hayao Miyazaki,My Neighbor Totoro
Hiroko Maruyama,Hayao Miyazaki,My Neighbor Totoro
Machiko Washio,Hayao Miyazaki,My Neighbor Totoro
Reiko Suzuki,Hayao Miyazaki,My Neighbor Totoro
Masashi Hirose,Hayao Miyazaki,My Neighbor Totoro
Toshiyuki Amagasa,Hayao Miyazaki,My Neighbor Totoro
Shigeru Chiba,Hayao Miyazaki,My Neighbor Totoro
Naoki Tatsuta,Hayao Miyazaki,My Neighbor Totoro
Tarako,Hayao Miyazaki,My Neighbor Totoro
Tomohiro Nishimura,Hayao Miyazaki,My Neighbor Totoro
Mitsuko Ishida,Hayao Miyazaki,My Neighbor Totoro
Chie Kôjiro,Hayao Miyazaki,My Neighbor Totoro
Daiki Nakamura,Hayao Miyazaki,My Neighbor Totoro
Daiki Nakamura,Hayao Miyazaki,My Neighbor Totoro
Leonardo DiCaprio,Steven Spielberg,Catch Me If You Can
Tom Hanks,Steven Spielberg,Catch Me If You Can
Christopher Walken,Steven Spielberg,Catch Me If You Can
Martin Sheen,Steven Spielberg,Catch Me If You Can
Nathalie Baye,Steven Spielberg,Catch Me If You Can
Amy Adams,Steven Spielberg,Catch Me If You Can
James Brolin,Steven Spielberg,Catch Me If You Can
Brian Howe,Steven Spielberg,Catch Me If You Can
Frank John Hughes,Steven Spielberg,Catch Me If You Can
Steve Eastin,Steven Spielberg,Catch Me If You Can
Chris Ellis,Steven Spielberg,Catch Me If You Can
John Finn,Steven Spielberg,Catch Me If You Can
Jennifer Garner,Steven Spielberg,Catch Me If You Can
Nancy Lenehan,Steven Spielberg,Catch Me If You Can
Ellen Pompeo,Steven Spielberg,Catch Me If You Can
Elizabeth Banks,Steven Spielberg,Catch Me If You Can
Guy Thauvette,Steven Spielberg,Catch Me If You Can
Candice Azzara,Steven Spielberg,Catch Me If You Can
Candice Azzara,Steven Spielberg,Catch Me If You Can
Hilary Swank,Clint Eastwood,Million Dollar Baby
Clint Eastwood,Clint Eastwood,Million Dollar Baby
Morgan Freeman,Clint Eastwood,Million Dollar Baby
Jay Baruchel,Clint Eastwood,Million Dollar Baby
Mike Colter,Clint Eastwood,Million Dollar Baby
Lucia Rijker,Clint Eastwood,Million Dollar Baby
Brían F. O'Byrne,Clint Eastwood,Million Dollar Baby
Anthony Mackie,Clint Eastwood,Million Dollar Baby
Margo Martindale,Clint Eastwood,Million Dollar Baby
Riki Lindhome,Clint Eastwood,Million Dollar Baby
Michael Peña,Clint Eastwood,Million Dollar Baby
Benito Martinez,Clint Eastwood,Million Dollar Baby
Bruce MacVittie,Clint Eastwood,Million Dollar Baby
David Powledge,Clint Eastwood,Million Dollar Baby
Joe D'Angerio,Clint Eastwood,Million Dollar Baby
Marcus Chait,Clint Eastwood,Million Dollar Baby
Tom McCleister,Clint Eastwood,Million Dollar Baby
Erica Grant,Clint Eastwood,Million Dollar Baby
Erica Grant,Clint Eastwood,Million Dollar Baby
Mohammad Amir Naji,Majid Majidi,Children of Heaven
Amir Farrokh Hashemian,Majid Majidi,Children of Heaven
Bahare Seddiqi,Majid Majidi,Children of Heaven
Nafise Jafar-Mohammadi,Majid Majidi,Children of Heaven
Fereshte Sarabandi,Majid Majidi,Children of Heaven
Kamal Mirkarimi,Majid Majidi,Children of Heaven
Behzad Rafi,Majid Majidi,Children of Heaven
Dariush Mokhtari,Majid Majidi,Children of Heaven
Mohammad-Hasan Hosseinian,Majid Majidi,Children of Heaven
Masume Dair,Majid Majidi,Children of Heaven
Kambiz Peykarnegar,Majid Majidi,Children of Heaven
Hasan Roohparvari,Majid Majidi,Children of Heaven
Abbas-Ali Roomandi,Majid Majidi,Children of Heaven
Jafar Seyfollahi,Majid Majidi,Children of Heaven
Qolamreza Maleki,Majid Majidi,Children of Heaven
Zahra Mirzai,Majid Majidi,Children of Heaven
Sara Zamani,Majid Majidi,Children of Heaven
Mohammad Haj-Hosseini,Majid Majidi,Children of Heaven
Mohammad Haj-Hosseini,Majid Majidi,Children of Heaven
Harrison Ford,Ridley Scott,Blade Runner
Rutger Hauer,Ridley Scott,Blade Runner
Sean Young,Ridley Scott,Blade Runner
Edward James Olmos,Ridley Scott,Blade Runner
M. Emmet Walsh,Ridley Scott,Blade Runner
Daryl Hannah,Ridley Scott,Blade Runner
William Sanderson,Ridley Scott,Blade Runner
Brion James,Ridley Scott,Blade Runner
Joe Turkel,Ridley Scott,Blade Runner
Joanna Cassidy,Ridley Scott,Blade Runner
James Hong,Ridley Scott,Blade Runner
Morgan Paull,Ridley Scott,Blade Runner
Kevin Thompson,Ridley Scott,Blade Runner
John Edward Allen,Ridley Scott,Blade Runner
Hy Pyke,Ridley Scott,Blade Runner
Kimiko Hiroshige,Ridley Scott,Blade Runner
Bob Okazaki,Ridley Scott,Blade Runner
Carolyn DeMirjian,Ridley Scott,Blade Runner
Carolyn DeMirjian,Ridley Scott,Blade Runner
Charles Chaplin,Charles Chaplin,The Gold Rush
Mack Swain,Charles Chaplin,The Gold Rush
Tom Murray,Charles Chaplin,The Gold Rush
Henry Bergman,Charles Chaplin,The Gold Rush
Malcolm Waite,Charles Chaplin,The Gold Rush
Georgia Hale,Charles Chaplin,The Gold Rush
Jack Adams,Charles Chaplin,The Gold Rush
Frank Aderias,Charles Chaplin,The Gold Rush
Leona Aderias,Charles Chaplin,The Gold Rush
Lillian Adrian,Charles Chaplin,The Gold Rush
Sam Allen,Charles Chaplin,The Gold Rush
Claude Anderson,Charles Chaplin,The Gold Rush
Harry Arras,Charles Chaplin,The Gold Rush
Albert Austin,Charles Chaplin,The Gold Rush
Marta Belfort,Charles Chaplin,The Gold Rush
William Bell,Charles Chaplin,The Gold Rush
Francis Bernhardt,Charles Chaplin,The Gold Rush
F.J. Beuaregard,Charles Chaplin,The Gold Rush
F.J. Beuaregard,Charles Chaplin,The Gold Rush
Ethan Hawke,Richard Linklater,Before Sunrise
Julie Delpy,Richard Linklater,Before Sunrise
Andrea Eckert,Richard Linklater,Before Sunrise
